zeit;1-A001-SW-HF-099-429;2-A001-SW-HF-099-1672;3-A001-SW-HF-100-449;4-A001-SW-HF-100-612;5-A001-SW-HF-100-1719;6-A001-SW-HF-101-723;8-A001-SW-HF-101-3932;9-A001-SW-HF-102-14;11-A001-SW-HF-102-2141;14-A001-SW-HF-103-764;16-A001-SW-HF-103-2822;17-A001-SW-HF-103-3539;19-A004-NO-HF-011-96;20-A004-NO-HF-011-2225;21-A004-NO-HF-011-3247;22-A004-NO-HF-011-4211;23-A004-NO-HF-011-5316;24-A004-NO-HF-S11-400;25-A004-NO-HF-012-107;26-A004-NO-HF-012-1997;27-A004-NO-HF-012-2663;28-A004-NO-HF-013-989;29-A004-NO-HF-013-2589;30-A004-NO-HF-014-432;31-A004-NO-HF-014-1783;32-A004-NO-HF-015-979;33-A004-NO-HF-015-2176;34-A003-NO-HF-027-1379;35-A003-NO-HF-027-2246;36-A003-NO-HF-026-435;38-A003-NO-HF-026-1600;39-A003-NO-HF-025-852;40-A003-NO-HF-025-1808;41-A003-NO-HF-024-786;42-A003-NO-HF-024-930;44-A003-NO-HF-024-2873;45-A003-NO-HF-024-4199;46-A003-NO-HF-023-476;47-A003-NO-HF-023-1778
26.08.2014 02:17:00+00;4;1;6;6;2;2;4;3;6;6;7;6;9;7;11;9;9;8;8;7;8;10;11;10;8;6;8;19;15;19;15;15;12;11;13;14;10;11;10
26.08.2014 02:18:00+00;4;1;7;7;3;3;2;2;4;7;5;7;6;6;9;10;9;9;7;10;9;11;10;12;8;9;9;19;13;17;15;12;14;11;14;15;10;13;10
26.08.2014 02:19:00+00;3;1;6;8;5;5;3;4;6;4;7;5;6;6;8;7;10;10;7;10;9;9;10;11;8;8;9;21;16;21;16;16;14;15;13;17;11;15;10
26.08.2014 02:20:00+00;4;2;5;6;4;7;5;5;8;5;7;6;6;7;7;6;7;5;8;11;11;9;9;10;8;8;8;21;16;20;15;15;16;16;13;15;14;15;12
26.08.2014 02:21:00+00;3;1;6;5;3;6;7;7;9;8;7;7;8;9;9;7;5;4;8;10;9;11;9;9;9;7;7;21;17;20;19;16;15;19;13;17;14;14;15
26.08.2014 02:22:00+00;3;1;5;6;2;7;6;5;7;9;8;7;9;10;10;7;5;5;9;7;8;13;11;8;7;6;9;19;15;20;21;18;17;17;14;17;13;16;14
26.08.2014 02:23:00+00;3;1;5;6;3;5;6;6;5;7;6;7;8;9;11;9;6;7;5;7;7;12;10;11;6;8;9;17;19;21;22;20;17;17;17;17;16;14;14
26.08.2014 02:24:00+00;4;1;7;6;3;6;4;4;5;5;6;6;8;11;11;9;8;10;4;8;8;8;9;9;8;8;9;17;18;21;20;19;19;17;18;18;16;18;16
26.08.2014 02:25:00+00;5;1;7;6;4;5;4;5;8;6;7;7;10;9;11;9;10;9;5;11;11;9;7;8;8;10;9;14;17;20;18;18;19;16;17;18;17;16;16
26.08.2014 02:26:00+00;2;1;8;6;3;5;5;5;9;8;8;6;11;11;11;9;10;11;9;12;12;10;7;9;10;7;7;16;14;19;17;18;19;17;18;21;14;18;14
26.08.2014 02:27:00+00;3;2;5;6;4;6;5;6;6;8;7;8;11;7;12;10;10;8;9;11;12;11;9;9;7;6;5;17;13;17;15;14;17;20;17;19;15;18;12
26.08.2014 02:28:00+00;3;2;6;5;3;6;5;6;5;6;6;6;7;9;10;11;8;10;9;11;11;14;11;9;7;6;3;19;11;16;14;16;16;19;15;18;17;18;15
26.08.2014 02:29:00+00;6;2;6;5;3;6;5;6;6;6;6;4;11;11;11;7;8;6;8;10;10;14;12;11;6;6;6;19;9;15;18;15;16;18;15;15;17;16;15
26.08.2014 02:30:00+00;6;2;9;5;3;5;6;7;8;7;7;6;9;12;11;10;7;8;8;9;10;13;14;15;6;8;8;17;10;17;19;15;17;14;15;15;18;15;16
26.08.2014 02:31:00+00;6;1;10;7;3;6;6;6;7;10;8;8;13;13;11;9;9;9;8;10;9;13;13;14;8;8;9;18;14;19;20;17;16;16;17;16;14;15;15
26.08.2014 02:32:00+00;6;1;10;7;4;5;6;5;7;6;5;8;9;12;11;12;11;10;8;12;11;12;13;14;7;9;10;18;15;23;19;18;17;17;16;16;14;17;17
26.08.2014 02:33:00+00;6;1;9;9;4;5;5;5;6;6;6;7;12;11;12;11;13;11;8;12;11;12;12;12;8;8;10;21;19;22;21;17;18;16;16;18;14;17;15
26.08.2014 02:34:00+00;7;1;11;8;4;6;6;6;8;6;7;6;9;8;12;13;12;10;9;14;13;12;12;12;7;9;9;19;18;20;18;17;18;17;17;19;16;19;16
26.08.2014 02:35:00+00;5;2;13;10;4;6;7;6;8;9;9;6;8;9;10;12;13;11;10;14;13;12;11;11;8;10;7;19;18;20;19;16;19;19;18;18;17;18;15
26.08.2014 02:36:00+00;5;2;12;10;5;6;7;6;8;8;7;6;10;10;10;10;12;11;10;15;15;15;11;10;9;8;6;20;15;20;20;19;18;19;17;18;15;19;16
26.08.2014 02:37:00+00;6;2;12;9;6;7;7;8;8;7;6;4;13;13;11;10;12;9;11;14;14;15;13;12;8;9;10;21;14;21;21;20;22;19;19;20;17;18;14
26.08.2014 02:38:00+00;8;1;12;9;5;8;7;7;9;7;7;5;13;12;13;11;9;11;9;14;14;17;15;14;7;9;9;22;16;22;22;21;22;20;19;20;16;19;14
26.08.2014 02:39:00+00;7;1;15;10;5;8;9;9;10;9;9;6;14;14;14;13;13;12;10;12;11;15;15;14;8;12;8;19;16;19;23;20;21;19;23;23;17;21;14
26.08.2014 02:40:00+00;7;1;14;12;6;9;8;8;9;10;10;6;14;15;14;15;14;12;9;16;13;14;13;15;10;11;7;24;15;16;22;18;20;23;20;21;17;22;15
26.08.2014 02:41:00+00;6;1;13;13;8;9;9;9;7;8;7;6;14;16;14;13;15;14;10;16;15;13;12;13;11;10;10;23;13;15;25;18;20;22;20;22;22;22;17
26.08.2014 02:42:00+00;7;2;11;11;7;11;10;10;6;7;8;6;15;15;15;14;14;13;12;18;15;16;13;15;11;7;13;21;15;21;24;23;19;23;17;19;18;20;18
26.08.2014 02:43:00+00;7;1;10;9;5;9;11;10;8;7;8;6;15;17;16;13;13;13;12;16;14;17;15;14;10;9;14;19;18;27;24;22;24;19;20;19;18;17;19
26.08.2014 02:44:00+00;9;2;14;9;5;7;10;7;10;9;9;7;17;17;18;14;12;14;11;17;16;18;15;16;9;8;11;20;20;27;20;19;24;18;21;20;15;18;15
26.08.2014 02:45:00+00;10;1;12;10;4;6;7;8;10;10;10;7;15;16;17;17;13;16;13;15;15;17;16;18;8;10;7;23;21;25;20;16;24;20;22;20;14;22;13
26.08.2014 02:46:00+00;10;1;16;11;6;7;7;7;9;10;10;9;17;16;17;16;14;17;11;16;16;17;17;17;9;12;8;24;17;22;24;20;20;24;18;22;17;22;12
26.08.2014 02:47:00+00;7;2;17;14;4;8;7;7;9;10;11;9;15;17;16;18;16;15;12;17;16;17;18;18;11;13;8;25;17;21;21;23;20;26;19;21;20;19;19
26.08.2014 02:48:00+00;6;1;13;14;6;7;8;7;9;11;9;9;19;17;17;16;17;16;12;16;17;19;17;16;12;15;9;24;13;20;23;19;21;24;22;20;20;19;19
26.08.2014 02:49:00+00;4;2;12;11;6;9;6;7;8;11;8;8;17;17;17;19;16;16;12;18;18;17;17;16;13;13;8;24;15;22;22;21;20;20;21;22;17;19;18
26.08.2014 02:50:00+00;5;1;10;9;6;9;9;9;9;10;8;9;16;14;17;17;16;18;13;21;20;18;16;17;13;16;12;22;14;19;22;16;22;20;20;21;17;21;16
26.08.2014 02:51:00+00;4;1;11;7;4;8;8;8;11;11;10;8;12;12;14;18;17;16;15;20;18;19;18;17;13;13;12;24;15;23;22;20;18;22;19;23;19;20;15
26.08.2014 02:52:00+00;3;1;9;8;4;7;8;8;10;10;10;10;15;12;13;15;19;13;15;19;18;25;20;20;11;13;12;23;16;24;21;18;21;20;19;20;20;23;16
26.08.2014 02:53:00+00;3;2;7;8;3;6;6;6;8;9;9;9;15;14;15;12;15;13;14;18;17;22;22;22;11;14;10;28;18;25;25;22;19;21;19;23;20;20;16
26.08.2014 02:54:00+00;6;3;7;6;4;7;5;7;9;9;9;10;14;15;13;15;13;11;14;16;17;22;21;25;14;16;10;25;20;25;23;19;22;20;20;19;18;20;18
26.08.2014 02:55:00+00;9;3;12;8;5;6;6;5;10;10;10;9;15;15;16;14;13;15;13;14;15;18;19;20;17;17;8;25;20;24;26;22;21;22;22;24;18;19;17
26.08.2014 02:56:00+00;10;3;14;10;6;7;5;7;9;10;10;10;13;16;13;15;16;14;11;14;16;17;16;18;16;13;8;22;18;26;22;24;23;22;22;23;20;23;17
26.08.2014 02:57:00+00;10;3;15;12;8;10;6;9;8;9;7;9;15;15;14;12;15;14;9;17;18;16;14;17;14;11;8;24;18;26;23;21;26;24;25;23;20;22;18
26.08.2014 02:58:00+00;9;2;15;14;8;11;11;10;7;9;8;8;15;13;14;15;16;12;12;17;18;16;15;17;11;10;13;26;19;24;21;21;22;24;23;27;21;23;21
26.08.2014 02:59:00+00;8;2;16;14;9;12;11;10;7;7;5;7;14;13;14;16;12;13;13;17;17;21;15;15;12;10;13;27;23;29;25;20;24;23;24;24;20;25;19
26.08.2014 03:00:00+00;9;2;13;14;8;12;11;10;7;7;8;7;14;16;17;14;14;13;14;16;15;23;18;18;10;12;13;26;25;28;28;23;22;26;23;26;24;24;17
26.08.2014 03:01:00+00;8;3;14;12;8;9;12;9;8;7;8;7;16;18;17;14;12;13;11;17;18;22;21;21;11;13;12;28;24;34;30;24;28;24;25;23;24;26;19
26.08.2014 03:02:00+00;10;2;14;12;6;9;11;9;10;9;10;7;16;14;17;16;14;12;14;17;17;21;21;21;12;16;11;22;21;30;24;23;27;28;28;30;26;23;18
26.08.2014 03:03:00+00;10;3;16;12;6;8;10;9;13;9;11;9;14;14;15;17;16;15;13;17;17;23;20;20;16;14;10;22;21;30;25;25;25;28;26;30;24;28;22
26.08.2014 03:04:00+00;12;2;19;15;7;10;7;8;13;12;13;9;15;15;15;15;17;13;12;19;17;22;21;19;14;16;9;21;18;23;24;22;24;31;23;27;27;26;20
26.08.2014 03:05:00+00;14;3;21;17;7;13;9;10;14;11;13;12;16;16;16;14;17;14;14;19;18;19;21;23;15;16;11;33;20;25;26;22;23;27;22;26;26;28;23
26.08.2014 03:06:00+00;13;2;22;18;8;16;11;12;13;12;12;12;15;16;17;16;15;14;14;18;19;22;19;22;14;18;14;34;22;28;26;25;24;30;22;27;27;24;20
26.08.2014 03:07:00+00;12;4;22;18;10;15;15;15;12;11;11;12;16;16;17;16;18;16;14;16;18;21;20;22;15;15;13;33;24;33;31;25;25;28;25;29;24;27;21
26.08.2014 03:08:00+00;14;3;18;20;9;14;15;14;13;13;13;11;18;22;18;15;19;14;13;18;18;23;21;22;12;16;11;28;23;30;36;30;25;28;27;29;24;28;23
26.08.2014 03:09:00+00;11;4;22;16;12;13;13;15;14;13;14;12;23;24;20;18;17;14;14;19;19;23;23;24;15;16;15;28;21;29;34;31;32;28;31;29;24;30;26
26.08.2014 03:10:00+00;10;3;19;18;9;16;11;15;16;14;15;12;21;21;22;22;17;17;15;17;18;27;23;23;17;18;17;26;22;27;32;29;31;29;32;34;23;30;25
26.08.2014 03:11:00+00;10;3;21;15;12;14;13;14;18;16;17;14;21;21;21;23;18;22;13;19;18;26;25;26;20;18;18;29;21;31;30;26;32;31;30;36;27;35;23
26.08.2014 03:12:00+00;10;3;18;17;8;14;12;15;17;16;16;16;21;22;22;20;22;21;13;21;21;23;24;28;19;18;19;31;24;31;29;24;28;33;26;33;29;35;24
26.08.2014 03:13:00+00;9;3;17;15;10;14;13;13;16;15;15;15;22;27;23;22;22;19;17;26;25;23;22;26;18;16;21;38;27;35;29;25;28;33;26;28;33;32;29
26.08.2014 03:14:00+00;11;4;16;15;9;12;11;14;14;16;13;15;26;25;25;23;21;19;20;27;26;26;20;23;16;17;21;39;29;40;34;29;25;32;27;29;29;26;29
26.08.2014 03:15:00+00;12;5;19;16;8;14;12;12;16;16;16;14;26;23;25;25;23;22;21;25;24;35;25;25;14;16;19;40;32;43;39;33;31;30;26;26;27;26;27
26.08.2014 03:16:00+00;13;6;23;17;10;13;15;13;15;16;14;15;23;22;25;25;24;23;17;28;26;32;29;29;13;19;17;40;26;41;40;36;34;29;30;31;27;26;23
26.08.2014 03:17:00+00;14;6;25;18;10;15;14;13;15;15;14;14;22;23;23;24;25;22;19;27;26;33;29;33;17;18;20;38;25;40;38;33;40;29;35;35;28;29;22
26.08.2014 03:18:00+00;18;6;27;21;14;15;15;14;12;13;12;15;23;23;21;22;21;23;19;28;27;33;28;31;17;19;21;35;26;41;39;32;35;31;33;40;29;34;21
26.08.2014 03:19:00+00;20;6;32;20;15;16;14;15;16;14;15;12;28;28;21;22;20;21;21;23;24;35;28;33;18;19;22;37;28;41;43;35;32;35;30;34;33;37;25
26.08.2014 03:20:00+00;20;7;32;28;17;17;16;17;16;16;17;16;29;34;26;25;21;20;16;24;23;34;30;33;18;18;20;38;32;43;39;35;39;36;32;32;33;32;25
26.08.2014 03:21:00+00;19;7;35;27;17;20;18;17;16;17;18;16;31;33;32;29;23;25;14;24;25;30;29;32;17;19;21;43;31;41;40;37;38;34;34;35;29;33;29
26.08.2014 03:22:00+00;20;6;32;30;19;19;19;20;15;17;17;18;28;25;33;33;31;28;14;29;28;27;28;29;17;20;23;41;30;42;38;32;40;36;35;37;30;35;25
26.08.2014 03:23:00+00;19;7;35;28;17;22;21;22;19;15;17;16;24;20;28;31;34;32;17;35;34;29;25;27;17;19;25;43;32;43;38;34;35;37;33;39;33;38;27
26.08.2014 03:24:00+00;19;6;29;29;17;22;21;22;19;18;18;12;21;26;22;28;34;26;26;38;35;34;26;25;17;18;22;39;34;46;39;36;39;38;35;36;34;37;29
26.08.2014 03:25:00+00;18;7;27;27;16;23;22;22;20;17;16;13;27;29;23;22;31;22;28;38;36;39;30;29;17;19;21;37;31;43;41;37;40;37;34;37;32;37;29
26.08.2014 03:26:00+00;21;8;26;24;14;23;20;23;18;17;19;13;29;32;27;24;25;22;26;32;33;42;36;32;18;23;20;41;28;41;40;36;39;39;36;37;35;37;29
26.08.2014 03:27:00+00;24;7;32;26;13;21;21;21;20;18;17;16;32;30;31;28;22;25;22;28;26;37;36;38;20;25;25;44;29;42;42;34;38;39;36;40;35;40;31
26.08.2014 03:28:00+00;23;7;40;27;13;20;19;19;20;20;21;17;31;30;31;29;29;29;18;27;27;36;34;36;23;25;28;47;32;49;43;37;38;43;37;40;37;39;32
26.08.2014 03:29:00+00;22;6;40;34;19;19;18;19;20;20;19;20;32;37;28;31;33;30;20;33;30;33;32;37;22;24;27;47;36;48;43;36;40;40;35;39;34;40;32
26.08.2014 03:30:00+00;22;7;36;34;20;24;16;21;19;21;20;19;35;34;32;30;34;30;21;39;36;37;30;30;22;23;24;50;38;50;45;37;38;41;36;39;36;37;31
26.08.2014 03:31:00+00;22;6;38;32;22;25;21;25;19;20;20;17;34;39;33;37;30;33;26;37;38;39;34;34;18;24;20;49;34;50;50;38;37;40;34;41;34;39;31
26.08.2014 03:32:00+00;24;7;38;31;18;24;24;26;21;19;21;15;38;38;35;34;33;32;25;33;33;43;34;34;23;25;24;48;32;43;53;41;39;40;37;40;36;37;33
26.08.2014 03:33:00+00;21;7;44;34;19;21;24;22;20;18;19;15;36;38;35;38;35;31;25;38;35;42;36;39;20;23;23;46;32;49;51;48;43;38;41;43;34;38;35
26.08.2014 03:34:00+00;24;12;43;38;19;22;23;22;19;18;19;16;36;36;38;35;37;30;28;39;37;42;35;38;21;25;27;48;34;47;48;46;47;42;47;46;36;42;32
26.08.2014 03:35:00+00;28;12;46;38;22;25;21;22;21;18;21;18;34;35;38;38;33;33;28;39;39;47;38;39;21;26;28;50;35;53;52;45;45;44;46;50;38;48;33
26.08.2014 03:36:00+00;30;12;48;38;20;25;26;24;23;24;23;18;37;39;36;36;35;35;27;38;35;50;43;41;23;26;30;51;36;53;54;44;47;51;44;49;42;49;34
26.08.2014 03:37:00+00;25;9;47;40;20;25;23;23;24;24;25;22;43;42;37;38;33;32;25;39;39;51;46;43;23;25;31;50;37;56;51;45;43;49;42;51;44;46;36
26.08.2014 03:38:00+00;27;9;44;40;22;23;26;22;23;25;23;22;41;44;42;41;36;34;28;38;35;47;47;50;21;26;31;50;37;61;48;39;45;49;45;48;42;46;36
26.08.2014 03:39:00+00;30;9;47;39;21;27;23;28;21;21;20;22;38;42;42;46;39;39;28;42;41;44;41;45;22;30;36;56;38;62;50;41;40;45;40;50;40;49;33
26.08.2014 03:40:00+00;37;11;49;40;21;25;28;28;21;21;21;19;39;38;41;43;44;43;29;46;41;46;38;46;26;29;35;56;39;64;52;40;42;49;40;45;40;47;33
26.08.2014 03:41:00+00;37;10;55;41;21;27;25;27;20;21;18;20;38;40;39;42;40;38;31;52;45;50;39;41;24;27;32;56;38;60;55;47;40;47;39;44;43;42;33
26.08.2014 03:42:00+00;36;10;57;46;22;26;25;24;20;20;19;18;42;38;36;38;41;37;34;47;44;54;44;43;23;26;31;57;37;61;53;47;47;44;46;43;38;42;35
26.08.2014 03:43:00+00;33;10;59;49;26;26;25;27;22;20;21;20;38;41;38;41;37;32;30;46;43;54;47;46;22;29;29;56;37;63;57;47;49;43;49;50;40;47;34
26.08.2014 03:44:00+00;33;12;57;54;27;30;27;27;21;22;20;20;39;36;37;38;43;36;28;43;44;47;47;49;27;33;30;56;37;64;58;46;49;50;49;52;40;52;31
26.08.2014 03:45:00+00;35;14;58;53;30;31;29;30;20;23;20;21;35;38;38;39;36;34;26;49;43;45;42;48;27;34;32;54;39;65;58;47;49;51;47;55;46;52;34
26.08.2014 03:46:00+00;36;16;57;54;29;35;31;31;19;21;19;19;40;40;38;38;35;39;30;41;41;44;42;44;30;30;37;62;40;59;58;50;51;53;49;50;46;50;35
26.08.2014 03:47:00+00;37;14;61;51;27;33;34;34;20;20;22;19;42;45;40;40;34;35;29;40;37;46;39;41;26;29;37;68;45;64;57;50;53;49;52;57;44;50;41
26.08.2014 03:48:00+00;38;14;56;54;24;31;33;32;24;19;23;20;42;37;42;42;34;37;25;39;39;46;44;44;25;28;37;66;40;65;60;49;51;55;50;55;42;57;40
26.08.2014 03:49:00+00;40;12;59;51;23;26;32;30;23;24;23;22;38;41;36;44;40;38;25;41;38;46;40;45;24;31;37;62;42;67;61;50;53;58;48;57;49;57;43
26.08.2014 03:50:00+00;43;13;61;52;26;27;29;27;23;23;23;23;38;42;38;38;39;37;23;46;44;46;40;42;23;28;37;59;42;66;62;53;50;59;49;54;53;56;43
26.08.2014 03:51:00+00;42;16;66;52;26;28;25;28;22;23;25;25;40;48;41;40;39;35;26;42;40;45;37;41;22;29;35;58;47;65;59;54;52;59;47;55;54;54;44
26.08.2014 03:52:00+00;39;17;68;54;27;33;26;32;24;22;22;24;46;49;47;44;36;36;25;42;40;41;38;39;23;27;33;55;46;67;58;53;53;55;52;58;52;56;43
26.08.2014 03:53:00+00;41;17;66;57;25;35;28;34;24;25;25;23;45;45;48;48;40;43;26;41;38;44;36;39;24;31;35;52;42;61;52;52;54;55;50;57;49;57;43
26.08.2014 03:54:00+00;43;17;63;55;25;33;31;32;25;26;26;23;43;45;46;48;46;43;25;45;43;43;38;39;26;26;40;57;44;68;52;48;50;58;50;57;49;56;38
26.08.2014 03:55:00+00;43;16;59;55;25;29;30;30;26;27;27;26;41;43;43;44;42;42;25;47;50;48;40;43;25;28;40;63;49;70;53;44;49;59;48;56;52;58;44
26.08.2014 03:56:00+00;41;14;63;53;26;29;27;30;25;24;25;25;43;46;43;42;41;39;29;45;47;49;42;43;26;31;42;66;49;74;55;45;45;59;48;55;52;54;44
26.08.2014 03:57:00+00;39;15;62;58;26;30;29;29;25;24;23;25;47;49;43;45;36;38;31;44;44;50;43;44;26;34;36;63;48;74;60;49;47;57;50;53;51;52;44
26.08.2014 03:58:00+00;40;15;65;60;28;32;29;32;25;25;24;23;50;50;47;45;40;37;30;42;38;46;44;43;28;32;36;65;45;66;62;56;50;53;49;53;47;50;41
26.08.2014 03:59:00+00;41;21;65;62;30;32;33;31;26;25;25;24;50;50;48;50;39;41;26;46;43;47;44;47;25;30;35;66;48;70;68;61;57;50;51;52;47;50;39
26.08.2014 04:00:00+00;48;20;65;60;30;33;34;33;23;25;24;25;50;48;50;51;45;45;27;46;43;44;41;46;28;33;40;70;50;70;66;60;58;51;55;59;49;55;38
26.08.2014 04:01:00+00;52;24;67;57;30;34;33;34;24;23;24;24;52;51;49;50;49;46;26;51;51;46;39;44;29;33;40;70;49;73;69;63;56;59;59;62;49;61;37
26.08.2014 04:02:00+00;52;23;69;56;30;37;30;36;25;24;26;23;50;51;48;49;47;46;32;52;53;46;39;44;29;31;42;67;48;73;74;64;58;63;57;62;55;64;43
26.08.2014 04:03:00+00;52;23;71;60;28;37;35;36;26;26;25;25;51;55;49;51;45;45;33;52;53;53;41;44;28;29;40;71;50;77;74;69;61;64;62;65;60;62;48
26.08.2014 04:04:00+00;51;20;66;61;32;37;37;35;28;26;26;24;52;53;52;50;46;43;31;54;50;52;47;49;27;30;44;67;52;75;78;65;65;62;64;68;58;63;48
26.08.2014 04:05:00+00;48;21;68;61;34;39;37;38;29;27;27;25;52;53;53;54;46;46;28;53;49;54;48;49;27;35;46;68;54;79;72;67;64;66;67;75;58;68;44
26.08.2014 04:06:00+00;49;23;69;59;35;41;38;40;29;30;29;26;53;51;49;53;47;49;28;57;51;51;51;52;30;34;48;66;53;78;74;66;62;69;65;76;62;74;44
26.08.2014 04:07:00+00;52;23;71;62;35;41;37;41;31;30;30;28;49;53;50;54;45;50;29;54;53;57;47;51;30;36;45;72;58;84;64;61;61;74;63;73;67;74;47
26.08.2014 04:08:00+00;53;22;67;58;34;41;42;40;31;31;27;31;49;54;48;51;52;51;29;56;55;56;47;52;32;37;49;79;55;78;66;62;58;76;62;73;71;72;55
26.08.2014 04:09:00+00;47;18;63;61;34;40;41;40;30;30;28;29;53;57;51;50;54;48;31;60;60;55;45;55;33;38;49;79;58;86;70;61;59;74;60;66;66;71;58
26.08.2014 04:10:00+00;46;21;65;59;34;39;43;40;33;31;34;29;60;61;53;52;53;48;35;63;61;59;49;55;33;41;52;78;58;82;76;64;59;70;59;69;64;66;57
26.08.2014 04:11:00+00;48;22;67;61;34;40;36;44;30;33;31;28;62;61;58;56;53;49;37;59;59;62;52;54;33;38;48;83;63;88;86;67;63;66;61;65;61;67;52
26.08.2014 04:12:00+00;53;25;70;61;35;43;42;42;33;31;31;28;60;61;62;61;54;55;35;62;57;69;56;54;30;39;50;79;60;87;83;73;65;66;68;75;60;67;51
26.08.2014 04:13:00+00;53;23;74;58;37;43;42;43;30;32;31;28;56;59;60;61;58;53;34;65;59;65;58;58;31;39;45;80;56;87;88;77;68;67;72;77;62;74;55
26.08.2014 04:14:00+00;48;20;73;61;37;44;45;43;35;29;35;31;57;57;56;60;64;56;37;69;63;68;57;64;35;45;53;80;55;87;76;71;70;77;71;80;68;79;57
26.08.2014 04:15:00+00;43;19;69;58;38;41;44;44;33;36;35;33;58;61;53;56;62;50;40;69;69;67;57;60;38;43;61;88;60;93;80;70;65;82;68;79;73;82;63
26.08.2014 04:16:00+00;40;21;65;58;40;45;40;43;37;37;35;33;64;66;60;56;60;50;38;68;67;69;58;62;36;43;68;93;71;110;83;68;65;86;65;72;75;78;63
26.08.2014 04:17:00+00;43;23;67;61;42;47;44;44;37;37;35;36;67;71;65;60;56;53;39;65;65;67;60;60;36;42;64;95;81;118;92;80;64;78;63;74;70;72;65
26.08.2014 04:18:00+00;46;27;72;63;40;48;45;44;37;36;36;35;70;72;72;66;57;55;35;64;61;69;59;63;34;45;59;97;83;112;96;88;70;71;71;76;65;71;57
26.08.2014 04:19:00+00;45;27;76;67;41;46;47;47;36;35;36;36;70;72;70;72;62;61;35;62;61;63;56;61;39;49;61;96;79;105;95;90;73;71;78;89;63;76;53
26.08.2014 04:20:00+00;43;27;73;63;38;48;47;45;36;36;34;29;66;66;68;71;65;60;35;67;65;60;55;60;38;44;56;96;77;108;100;94;77;77;84;91;70;86;53
26.08.2014 04:21:00+00;42;25;68;61;38;48;48;49;37;37;36;28;67;69;64;69;65;63;36;69;70;61;51;57;39;44;60;96;70;101;96;85;78;89;85;95;78;89;57
26.08.2014 04:22:00+00;45;25;63;58;35;46;47;47;37;38;36;27;71;68;64;66;62;63;38;72;68;64;53;55;40;40;60;99;72;112;97;84;74;93;79;91;78;96;63
26.08.2014 04:23:00+00;44;26;63;57;35;43;45;47;36;37;37;32;75;78;67;67;66;60;38;68;66;68;55;60;39;41;64;99;73;111;94;79;73;96;76;85;80;90;66
26.08.2014 04:24:00+00;42;25;65;60;36;43;41;43;36;37;38;33;79;78;73;70;62;66;38;71;68;67;58;61;40;43;62;102;78;119;98;85;72;91;75;84;78;86;66
26.08.2014 04:25:00+00;40;25;69;60;37;43;42;42;36;37;38;29;76;85;77;78;70;63;39;72;67;70;58;64;40;44;65;101;79;113;101;88;77;86;80;84;77;79;61
26.08.2014 04:26:00+00;41;27;69;60;37;43;43;42;40;37;38;25;82;82;79;80;68;71;37;81;79;68;60;64;40;48;68;107;77;119;109;93;78;86;80;89;71;86;59
26.08.2014 04:27:00+00;40;29;74;61;38;44;44;43;41;40;39;23;78;77;80;80;76;67;44;79;75;69;57;64;39;46;63;96;79;115;112;100;82;88;87;89;72;86;57
26.08.2014 04:28:00+00;42;30;73;62;38;48;46;44;40;39;40;28;77;75;73;83;72;76;44;82;82;74;59;62;39;49;57;101;73;111;106;98;86;88;90;97;74;90;61
26.08.2014 04:29:00+00;42;27;74;63;40;44;46;45;39;39;37;32;70;76;76;75;78;70;50;80;77;79;61;64;42;47;58;97;71;103;95;91;83;88;91;104;74;94;61
26.08.2014 04:30:00+00;43;21;71;61;40;43;46;45;39;35;35;35;76;82;69;78;69;68;49;84;85;85;66;64;40;48;60;103;69;111;102;84;77;95;84;103;81;105;64
26.08.2014 04:31:00+00;45;19;73;62;40;41;43;46;38;36;35;34;83;87;79;70;68;62;49;77;78;85;73;70;42;51;64;100;79;115;103;94;76;104;78;93;89;100;69
26.08.2014 04:32:00+00;47;19;74;65;40;45;43;42;35;36;35;37;87;83;80;81;65;63;42;75;72;82;75;76;44;52;59;100;83;124;105;95;85;98;82;89;93;94;77
26.08.2014 04:33:00+00;44;17;78;66;40;49;43;45;32;36;34;34;81;79;85;85;75;79;39;76;72;75;75;82;45;53;62;103;82;115;99;93;86;91;84;94;86;88;79
26.08.2014 04:34:00+00;44;13;76;65;40;49;47;46;33;32;31;30;77;73;76;89;90;80;43;83;75;75;67;74;47;56;62;101;78;118;97;87;85;88;89;96;76;93;74
26.08.2014 04:35:00+00;43;11;73;64;41;51;46;51;37;35;36;27;72;78;74;81;88;76;46;97;95;78;66;73;45;52;60;102;77;113;107;91;82;99;85;94;77;94;65
26.08.2014 04:36:00+00;46;16;70;64;42;53;49;54;37;37;37;32;77;81;75;75;86;65;59;95;96;86;69;67;42;53;63;100;76;112;106;94;82;101;84;89;84;93;68
26.08.2014 04:37:00+00;46;19;71;64;41;58;49;59;39;38;40;36;78;85;81;76;70;65;59;96;99;98;79;77;40;47;68;105;74;115;108;96;81;98;88;85;85;91;72
26.08.2014 04:38:00+00;46;17;71;64;42;60;59;56;37;38;38;39;84;84;81;81;74;66;62;81;81;103;83;86;44;57;64;104;75;122;105;92;84;91;84;93;84;87;72
26.08.2014 04:39:00+00;43;17;71;63;40;58;58;58;43;40;40;37;86;89;82;80;69;71;49;83;78;99;88;90;51;61;63;102;80;121;109;96;84;86;82;95;76;92;70
